actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
Chloë Grace Moretz,Diedrich Bader,James Lipton,Byron Howard,Adventure|Animation|Comedy|Drama|Family,bolt,Chloë Grace MoretzDiedrich BaderJames LiptonByron HowardAdventure|Animation|Comedy|Drama|Family
Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Hoyt Yeatman,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,g-force,Kelli GarnerPiper Mackenzie HarrisNiecy NashHoyt YeatmanAction|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi
Liam Neeson,Edgar Ramírez,Lily James,Jonathan Liebesman,Action|Adventure|Fantasy,wrath of the titans,Liam NeesonEdgar RamírezLily JamesJonathan LiebesmanAction|Adventure|Fantasy
Johnny Depp,Chloë Grace Moretz,Christopher Lee,Tim Burton,Comedy|Fantasy|Horror,dark shadows,Johnny DeppChloë Grace MoretzChristopher LeeTim BurtonComedy|Fantasy|Horror
Tom Cruise,Jeremy Renner,Sean Harris,Christopher McQuarrie,Action|Adventure|Thriller,mission: impossible - rogue nation,Tom CruiseJeremy RennerSean HarrisChristopher McQuarrieAction|Adventure|Thriller
Anthony Hopkins,Simon Merrells,Art Malik,Joe Johnston,Drama|Fantasy|Horror|Thriller,the wolfman,Anthony HopkinsSimon MerrellsArt MalikJoe JohnstonDrama|Fantasy|Horror|Thriller
Christoph Waltz,Alexander Skarsgård,Casper Crump,David Yates,Action|Adventure|Drama|Romance,the legend of tarzan,Christoph WaltzAlexander SkarsgårdCasper CrumpDavid YatesAction|Adventure|Drama|Romance
Matthew Broderick,Oprah Winfrey,Rip Torn,Steve Hickner,Adventure|Animation|Comedy|Family,bee movie,Matthew BroderickOprah WinfreyRip TornSteve HicknerAdventure|Animation|Comedy|Family
Angelina Jolie Pitt,Gary Oldman,Mike Bell,Jennifer Yuh Nelson,Action|Adventure|Animation|Comedy|Family,kung fu panda 2,Angelina Jolie PittGary OldmanMike BellJennifer Yuh NelsonAction|Adventure|Animation|Comedy|Family
Seychelle Gabriel,Noah Ringer,Aasif Mandvi,M. Night Shyamalan,Action|Adventure|Family|Fantasy,the last airbender,Seychelle GabrielNoah RingerAasif MandviM. Night ShyamalanAction|Adventure|Family|Fantasy
Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,J.J. Abrams,Action|Adventure|Thriller,mission: impossible iii,Philip Seymour HoffmanTom CruiseEddie MarsanJ.J. AbramsAction|Adventure|Thriller
Channing Tatum,Jake Weber,Matt Craven,Roland Emmerich,Action|Drama|Thriller,white house down,Channing TatumJake WeberMatt CravenRoland EmmerichAction|Drama|Thriller
Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Simon Wells,Action|Adventure|Animation|Comedy|Family|Sci-Fi,mars needs moms,Elisabeth HarnoisDan FoglerTom Everett ScottSimon WellsAction|Adventure|Animation|Comedy|Family|Sci-Fi
Hugh Jackman,Kate Winslet,David Suchet,David Bowers,Adventure|Animation|Comedy|Family,flushed away,Hugh JackmanKate WinsletDavid SuchetDavid BowersAdventure|Animation|Comedy|Family
Hugh Jackman,Cara Delevingne,Nonso Anozie,Joe Wright,Adventure|Family|Fantasy,pan,Hugh JackmanCara DelevingneNonso AnozieJoe WrightAdventure|Family|Fantasy
Ty Burrell,Zach Callison,Karan Brar,Rob Minkoff,Adventure|Animation|Comedy|Family|Sci-Fi,mr. peabody & sherman,Ty BurrellZach CallisonKaran BrarRob MinkoffAdventure|Animation|Comedy|Family|Sci-Fi
Brad Pitt,Orlando Bloom,Julian Glover,Wolfgang Petersen,Adventure,troy,Brad PittOrlando BloomJulian GloverWolfgang PetersenAdventure
Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Eric Darnell,Adventure|Animation|Comedy|Family,madagascar 3: europe's most wanted,Jada Pinkett SmithMartin ShortCedric the EntertainerEric DarnellAdventure|Animation|Comedy|Family
Toby Stephens,Colin Salmon,Rick Yune,Lee Tamahori,Action|Adventure|Thriller,die another day,Toby StephensColin SalmonRick YuneLee TamahoriAction|Adventure|Thriller
Ed Begley Jr.,Kate McKinnon,Zach Woods,Paul Feig,Action|Comedy|Fantasy|Sci-Fi,ghostbusters,Ed Begley Jr.Kate McKinnonZach WoodsPaul FeigAction|Comedy|Fantasy|Sci-Fi
Bruce Willis,Steve Buscemi,Will Patton,Michael Bay,Action|Adventure|Sci-Fi|Thriller,armageddon,Bruce WillisSteve BuscemiWill PattonMichael BayAction|Adventure|Sci-Fi|Thriller
Will Smith,Rosario Dawson,Rip Torn,Barry Sonnenfeld,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,men in black ii,Will SmithRosario DawsonRip TornBarry SonnenfeldAction|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi
Robin Wright,Anthony Hopkins,Sebastian Roché,Robert Zemeckis,Action|Adventure|Animation|Fantasy,beowulf,Robin WrightAnthony HopkinsSebastian RochéRobert ZemeckisAction|Adventure|Animation|Fantasy
J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Alessandro Carloni,Action|Adventure|Animation|Comedy|Family,kung fu panda 3,J.K. SimmonsAngelina Jolie PittWayne KnightAlessandro CarloniAction|Adventure|Animation|Comedy|Family
Tom Cruise,Jeremy Renner,Michael Nyqvist,Brad Bird,Action|Adventure|Thriller,mission: impossible - ghost protocol,Tom CruiseJeremy RennerMichael NyqvistBrad BirdAction|Adventure|Thriller
Hugh Jackman,Kamil McFadden,Khamani Griffin,Peter Ramsey,Adventure|Animation|Family|Fantasy,rise of the guardians,Hugh JackmanKamil McFaddenKhamani GriffinPeter RamseyAdventure|Animation|Family|Fantasy
John Michael Higgins,Richard Burgi,David Herman,Dean Parisot,Comedy|Crime,fun with dick and jane,John Michael HigginsRichard BurgiDavid HermanDean ParisotComedy|Crime
Tom Cruise,Tony Goldwyn,Chad Lindberg,Edward Zwick,Action|Drama|History|War,the last samurai,Tom CruiseTony GoldwynChad LindbergEdward ZwickAction|Drama|History|War
Christian Bale,María Valverde,Ben Mendelsohn,Ridley Scott,Action|Adventure|Drama,exodus: gods and kings,Christian BaleMaría ValverdeBen MendelsohnRidley ScottAction|Adventure|Drama
Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,J.J. Abrams,Action|Adventure|Sci-Fi,star trek,Chris HemsworthLeonard NimoyBruce GreenwoodJ.J. AbramsAction|Adventure|Sci-Fi
J.K. Simmons,James Franco,Kirsten Dunst,Sam Raimi,Action|Adventure|Fantasy|Romance,spider-man,J.K. SimmonsJames FrancoKirsten DunstSam RaimiAction|Adventure|Fantasy|Romance
Gerard Butler,Djimon Hounsou,America Ferrera,Dean DeBlois,Action|Adventure|Animation|Comedy|Family|Fantasy,how to train your dragon 2,Gerard ButlerDjimon HounsouAmerica FerreraDean DeBloisAction|Adventure|Animation|Comedy|Family|Fantasy
Gerard Butler,Elodie Yung,Bryan Brown,Alex Proyas,Action|Adventure|Fantasy,gods of egypt,Gerard ButlerElodie YungBryan BrownAlex ProyasAction|Adventure|Fantasy
Sam Shepard,Joe Morton,Richard Roxburgh,Rob Cohen,Action|Adventure|Sci-Fi|Thriller,stealth,Sam ShepardJoe MortonRichard RoxburghRob CohenAction|Adventure|Sci-Fi|Thriller
Matt Frewer,Billy Crudup,Stephen McHattie,Zack Snyder,Action|Drama|Mystery|Sci-Fi,watchmen,Matt FrewerBilly CrudupStephen McHattieZack SnyderAction|Drama|Mystery|Sci-Fi
Jet Li,Rene Russo,Darlene Love,Richard Donner,Action|Crime|Thriller,lethal weapon 4,Jet LiRene RussoDarlene LoveRichard DonnerAction|Crime|Thriller
Kevin Rankin,Regi Davis,Celia Weston,Ang Lee,Action|Sci-Fi,hulk,Kevin RankinRegi DavisCelia WestonAng LeeAction|Sci-Fi
Channing Tatum,Dwayne Johnson,Elodie Yung,Jon M. Chu,Action|Adventure|Sci-Fi|Thriller,g.i. joe: retaliation,Channing TatumDwayne JohnsonElodie YungJon M. ChuAction|Adventure|Sci-Fi|Thriller
Matthew McConaughey,Rainn Wilson,Delroy Lindo,Breck Eisner,Action|Adventure|Comedy|Thriller,sahara,Matthew McConaugheyRainn WilsonDelroy LindoBreck EisnerAction|Adventure|Comedy|Thriller
Steve Buscemi,Ming-Na Wen,Jean Simmons,Hironobu Sakaguchi,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,final fantasy: the spirits within,Steve BuscemiMing-Na WenJean SimmonsHironobu SakaguchiAction|Adventure|Animation|Fantasy|Romance|Sci-Fi
Chris Evans,Dominic Cooper,Hayley Atwell,Joe Johnston,Action|Adventure|Sci-Fi,captain america: the first avenger,Chris EvansDominic CooperHayley AtwellJoe JohnstonAction|Adventure|Sci-Fi
Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Michael Apted,Action|Adventure|Thriller,the world is not enough,Colin SalmonMaria Grazia CucinottaDesmond LlewelynMichael AptedAction|Adventure|Thriller
James D'Arcy,Lee Ingleby,David Threlfall,Peter Weir,Action|Adventure|Drama|History|War,master and commander: the far side of the world,James D'ArcyLee InglebyDavid ThrelfallPeter WeirAction|Adventure|Drama|History|War
Robert Pattinson,Kristen Stewart,Taylor Lautner,Bill Condon,Adventure|Drama|Fantasy|Romance,the twilight saga: breaking dawn - part 2,Robert PattinsonKristen StewartTaylor LautnerBill CondonAdventure|Drama|Fantasy|Romance
Robin Williams,Brad Pitt,Common,George Miller,Animation|Comedy|Family|Musical,happy feet 2,Robin WilliamsBrad PittCommonGeorge MillerAnimation|Comedy|Family|Musical
Ty Burrell,Peter Mensah,William Hurt,Louis Leterrier,Action|Adventure|Sci-Fi,the incredible hulk,Ty BurrellPeter MensahWilliam HurtLouis LeterrierAction|Adventure|Sci-Fi
Don Johnson,Philip Michael Thomas,John Diehl,unknown,Action|Crime|Drama|Mystery|Thriller,miami vice            ,Don JohnsonPhilip Michael ThomasJohn DiehlunknownAction|Crime|Drama|Mystery|Thriller
Mark Rylance,Penelope Wilton,Rafe Spall,Steven Spielberg,Adventure|Family|Fantasy,the bfg,Mark RylancePenelope WiltonRafe SpallSteven SpielbergAdventure|Family|Fantasy
Leonardo DiCaprio,Tom Hardy,Lukas Haas,Alejandro G. Iñárritu,Adventure|Drama|Thriller|Western,the revenant,Leonardo DiCaprioTom HardyLukas HaasAlejandro G. IñárrituAdventure|Drama|Thriller|Western
Ryan Reynolds,Snoop Dogg,Ben Schwartz,David Soren,Adventure|Animation|Comedy|Family|Sport,turbo,Ryan ReynoldsSnoop DoggBen SchwartzDavid SorenAdventure|Animation|Comedy|Family|Sport
Johnny Depp,Ray Winstone,Stephen Root,Gore Verbinski,Adventure|Animation|Comedy|Family|Western,rango,Johnny DeppRay WinstoneStephen RootGore VerbinskiAdventure|Animation|Comedy|Family|Western
Benedict Cumberbatch,Annet Mahendru,Andy Richter,Eric Darnell,Adventure|Animation|Comedy|Family,penguins of madagascar,Benedict CumberbatchAnnet MahendruAndy RichterEric DarnellAdventure|Animation|Comedy|Family
Matt Damon,Edgar Ramírez,Albert Finney,Paul Greengrass,Action|Mystery|Thriller,the bourne ultimatum,Matt DamonEdgar RamírezAlbert FinneyPaul GreengrassAction|Mystery|Thriller
Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Mark Osborne,Action|Adventure|Animation|Comedy|Family,kung fu panda,Angelina Jolie PittWayne KnightDan FoglerMark OsborneAction|Adventure|Animation|Comedy|Family
Judy Greer,Hayley Atwell,T.I.,Peyton Reed,Action|Adventure|Comedy|Sci-Fi,ant-man,Judy GreerHayley AtwellT.I.Peyton ReedAction|Adventure|Comedy|Sci-Fi
Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Francis Lawrence,Adventure|Sci-Fi|Thriller,the hunger games: catching fire,Jennifer LawrenceJosh HutchersonSandra Ellis LaffertyFrancis LawrenceAdventure|Sci-Fi|Thriller
Robert Pattinson,Kristen Stewart,Taylor Lautner,Bill Condon,Adventure|Drama|Fantasy|Romance,the twilight saga: breaking dawn - part 2,Robert PattinsonKristen StewartTaylor LautnerBill CondonAdventure|Drama|Fantasy|Romance
Jim Parsons,Matt Jones,April Winchell,Tim Johnson,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,home,Jim ParsonsMatt JonesApril WinchellTim JohnsonAdventure|Animation|Comedy|Family|Fantasy|Sci-Fi
Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Steven Spielberg,Adventure|Sci-Fi|Thriller,war of the worlds,Tom CruiseLisa Ann WalterRick GonzalezSteven SpielbergAdventure|Sci-Fi|Thriller
Will Smith,Henry Rollins,Jordi Mollà,Michael Bay,Action|Comedy|Crime|Thriller,bad boys ii,Will SmithHenry RollinsJordi MollàMichael BayAction|Comedy|Crime|Thriller
Salma Hayek,Constance Marie,Amy Sedaris,Chris Miller,Action|Adventure|Animation|Comedy|Family|Fantasy,puss in boots,Salma HayekConstance MarieAmy SedarisChris MillerAction|Adventure|Animation|Comedy|Family|Fantasy
Angelina Jolie Pitt,Andre Braugher,August Diehl,Phillip Noyce,Action|Crime|Mystery|Thriller,salt,Angelina Jolie PittAndre BraugherAugust DiehlPhillip NoyceAction|Crime|Mystery|Thriller
Anthony Hopkins,Emma Watson,Logan Lerman,Darren Aronofsky,Action|Adventure|Drama,noah,Anthony HopkinsEmma WatsonLogan LermanDarren AronofskyAction|Adventure|Drama
Toby Jones,Mackenzie Crook,Tony Curran,Steven Spielberg,Action|Adventure|Family|Mystery,the adventures of tintin,Toby JonesMackenzie CrookTony CurranSteven SpielbergAction|Adventure|Family|Mystery
Daniel Radcliffe,Gary Oldman,Rupert Grint,Alfonso Cuarón,Adventure|Family|Fantasy|Mystery,harry potter and the prisoner of azkaban,Daniel RadcliffeGary OldmanRupert GrintAlfonso CuarónAdventure|Family|Fantasy|Mystery
Essie Davis,Bryan Brown,Eddie Baroo,Baz Luhrmann,Adventure|Drama|Romance|War,australia,Essie DavisBryan BrownEddie BarooBaz LuhrmannAdventure|Drama|Romance|War
Will Smith,Zoë Kravitz,Glenn Morshower,M. Night Shyamalan,Action|Adventure|Sci-Fi,after earth,Will SmithZoë KravitzGlenn MorshowerM. Night ShyamalanAction|Adventure|Sci-Fi
Alfre Woodard,D.B. Sweeney,Della Reese,Eric Leighton,Adventure|Animation|Family|Thriller,dinosaur,Alfre WoodardD.B. SweeneyDella ReeseEric LeightonAdventure|Animation|Family|Thriller
Rupert Grint,Dave Legeno,Ralph Ineson,Matt Birch,Action|Fantasy,harry potter and the deathly hallows: part ii,Rupert GrintDave LegenoRalph InesonMatt BirchAction|Fantasy
Robin Williams,Rami Malek,Steve Coogan,Shawn Levy,Adventure|Comedy|Family|Fantasy,night at the museum: secret of the tomb,Robin WilliamsRami MalekSteve CooganShawn LevyAdventure|Comedy|Family|Fantasy
J.K. Simmons,Brad Pitt,Will Ferrell,Tom McGrath,Action|Animation|Comedy|Family|Sci-Fi,megamind,J.K. SimmonsBrad PittWill FerrellTom McGrathAction|Animation|Comedy|Family|Sci-Fi
Daniel Radcliffe,Fiona Shaw,Verne Troyer,Chris Columbus,Adventure|Family|Fantasy,harry potter and the sorcerer's stone,Daniel RadcliffeFiona ShawVerne TroyerChris ColumbusAdventure|Family|Fantasy
Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Robert Schwentke,Action|Comedy|Fantasy,r.i.p.d.,Ryan ReynoldsJeff BridgesStephanie SzostakRobert SchwentkeAction|Comedy|Fantasy
Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Hideaki Anno,Action|Adventure|Drama|Horror|Sci-Fi,godzilla resurgence,Mark ChinneryShin'ya TsukamotoAtsuko MaedaHideaki AnnoAction|Adventure|Drama|Horror|Sci-Fi
Johnny Depp,Orlando Bloom,Jack Davenport,Gore Verbinski,Action|Adventure|Fantasy,pirates of the caribbean: the curse of the black pearl,Johnny DeppOrlando BloomJack DavenportGore VerbinskiAction|Adventure|Fantasy
Rupert Grint,Toby Jones,Alfred Enoch,Matt Birch,Fantasy,harry potter and the deathly hallows: part i,Rupert GrintToby JonesAlfred EnochMatt BirchFantasy
Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Francis Lawrence,Adventure|Sci-Fi|Thriller,the hunger games: mockingjay - part 1,Jennifer LawrencePhilip Seymour HoffmanJosh HutchersonFrancis LawrenceAdventure|Sci-Fi|Thriller
Tom Hanks,Seth Gabel,Jürgen Prochnow,Ron Howard,Mystery|Thriller,the da vinci code,Tom HanksSeth GabelJürgen ProchnowRon HowardMystery|Thriller
Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Carlos Saldanha,Adventure|Animation|Comedy|Family|Musical,rio 2,Miguel FerrerRachel CrowJeffrey GarciaCarlos SaldanhaAdventure|Animation|Comedy|Family|Musical
Hugh Jackman,Bruce Davison,Aaron Stanford,Bryan Singer,Action|Adventure|Fantasy|Sci-Fi|Thriller,x-men 2,Hugh JackmanBruce DavisonAaron StanfordBryan SingerAction|Adventure|Fantasy|Sci-Fi|Thriller
Paul Walker,Vin Diesel,Dwayne Johnson,Justin Lin,Action|Crime|Thriller,fast five,Paul WalkerVin DieselDwayne JohnsonJustin LinAction|Crime|Thriller
Robert Downey Jr.,Eddie Marsan,Paul Anderson,Guy Ritchie,Action|Adventure|Crime|Mystery|Thriller,sherlock holmes: a game of shadows,Robert Downey Jr.Eddie MarsanPaul AndersonGuy RitchieAction|Adventure|Crime|Mystery|Thriller
Liam Neeson,Jason Flemyng,Alexa Davalos,Louis Leterrier,Action|Adventure|Fantasy,clash of the titans,Liam NeesonJason FlemyngAlexa DavalosLouis LeterrierAction|Adventure|Fantasy
Ronny Cox,Rachel Ticotin,Marshall Bell,Paul Verhoeven,Action|Sci-Fi,total recall,Ronny CoxRachel TicotinMarshall BellPaul VerhoevenAction|Sci-Fi
Tony Curran,Vladimir Kulich,Clive Russell,John McTiernan,Action|Adventure|History,the 13th warrior,Tony CurranVladimir KulichClive RussellJohn McTiernanAction|Adventure|History
Jeremy Renner,Scott Glenn,Stacy Keach,Tony Gilroy,Action|Adventure|Thriller,the bourne legacy,Jeremy RennerScott GlennStacy KeachTony GilroyAction|Adventure|Thriller
Michael Gough,Vivica A. Fox,John Glover,Joel Schumacher,Action,batman & robin,Michael GoughVivica A. FoxJohn GloverJoel SchumacherAction
Clint Howard,T.J. Thyne,Molly Shannon,Ron Howard,Comedy|Family|Fantasy,how the grinch stole christmas,Clint HowardT.J. ThyneMolly ShannonRon HowardComedy|Family|Fantasy
Jake Gyllenhaal,Dennis Quaid,Sela Ward,Roland Emmerich,Action|Adventure|Sci-Fi|Thriller,the day after tomorrow,Jake GyllenhaalDennis QuaidSela WardRoland EmmerichAction|Adventure|Sci-Fi|Thriller
Tom Cruise,Dougray Scott,Richard Roxburgh,John Woo,Action|Adventure|Thriller,mission: impossible ii,Tom CruiseDougray ScottRichard RoxburghJohn WooAction|Adventure|Thriller
Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Wolfgang Petersen,Action|Adventure|Drama|Thriller,the perfect storm,Karen AllenMary Elizabeth MastrantonioBob GuntonWolfgang PetersenAction|Adventure|Drama|Thriller
Chris Evans,Ioan Gruffudd,Andre Braugher,Tim Story,Action|Adventure|Sci-Fi|Thriller,fantastic 4: rise of the silver surfer,Chris EvansIoan GruffuddAndre BraugherTim StoryAction|Adventure|Sci-Fi|Thriller
Suraj Sharma,Rafe Spall,Tabu,Ang Lee,Adventure|Drama|Fantasy,life of pi,Suraj SharmaRafe SpallTabuAng LeeAdventure|Drama|Fantasy
Nicolas Cage,Matt Long,Peter Fonda,Mark Steven Johnson,Action|Fantasy|Thriller,ghost rider,Nicolas CageMatt LongPeter FondaMark Steven JohnsonAction|Fantasy|Thriller
Matt Damon,Riz Ahmed,Ato Essandoh,Paul Greengrass,Action|Thriller,jason bourne,Matt DamonRiz AhmedAto EssandohPaul GreengrassAction|Thriller
Demi Moore,Bernie Mac,Justin Theroux,McG,Action|Adventure|Comedy|Crime,charlie's angels: full throttle,Demi MooreBernie MacJustin TherouxMcGAction|Adventure|Comedy|Crime
Michael Fassbender,Charlize Theron,Sean Harris,Ridley Scott,Adventure|Mystery|Sci-Fi,prometheus,Michael FassbenderCharlize TheronSean HarrisRidley ScottAdventure|Mystery|Sci-Fi
Nathan Lane,Brad Garrett,Melanie Griffith,Rob Minkoff,Adventure|Animation|Comedy|Family|Fantasy,stuart little 2,Nathan LaneBrad GarrettMelanie GriffithRob MinkoffAdventure|Animation|Comedy|Family|Fantasy
Matt Damon,Sharlto Copley,Alice Braga,Neill Blomkamp,Action|Drama|Sci-Fi|Thriller,elysium,Matt DamonSharlto CopleyAlice BragaNeill BlomkampAction|Drama|Sci-Fi|Thriller
Vin Diesel,Alexa Davalos,Christina Cox,David Twohy,Action|Adventure|Sci-Fi|Thriller,the chronicles of riddick,Vin DieselAlexa DavalosChristina CoxDavid TwohyAction|Adventure|Sci-Fi|Thriller
Gary Oldman,Abbie Cornish,Jennifer Ehle,José Padilha,Action|Crime|Sci-Fi|Thriller,robocop,Gary OldmanAbbie CornishJennifer EhleJosé PadilhaAction|Crime|Sci-Fi|Thriller
Scott Porter,Kick Gurry,Nicholas Elia,Lana Wachowski,Action|Family|Sport,speed racer,Scott PorterKick GurryNicholas EliaLana WachowskiAction|Family|Sport
Shelley Conn,Domenick Lombardozzi,Teyonah Parris,James L. Brooks,Comedy|Drama|Romance,how do you know,Shelley ConnDomenick LombardozziTeyonah ParrisJames L. BrooksComedy|Drama|Romance
Tom Cruise,Marc Blucas,Jordi Mollà,James Mangold,Action|Comedy|Romance,knight and day,Tom CruiseMarc BlucasJordi MollàJames MangoldAction|Comedy|Romance
Morgan Freeman,Tom Cruise,Zoë Bell,Joseph Kosinski,Action|Adventure|Mystery|Sci-Fi,oblivion,Morgan FreemanTom CruiseZoë BellJoseph KosinskiAction|Adventure|Mystery|Sci-Fi
Natalie Portman,Christopher Lee,Hayden Christensen,George Lucas,Action|Adventure|Fantasy|Sci-Fi,star wars: episode iii - revenge of the sith,Natalie PortmanChristopher LeeHayden ChristensenGeorge LucasAction|Adventure|Fantasy|Sci-Fi
Natalie Portman,Christopher Lee,Hayden Christensen,George Lucas,Action|Adventure|Fantasy|Sci-Fi,star wars: episode ii - attack of the clones,Natalie PortmanChristopher LeeHayden ChristensenGeorge LucasAction|Adventure|Fantasy|Sci-Fi
Steve Buscemi,John Ratzenberger,James Coburn,Pete Docter,Adventure|Animation|Comedy|Family|Fantasy,"monsters, inc.",Steve BuscemiJohn RatzenbergerJames CoburnPete DocterAdventure|Animation|Comedy|Family|Fantasy
Hugh Jackman,Tao Okamoto,Rila Fukushima,James Mangold,Action|Adventure|Sci-Fi|Thriller,the wolverine,Hugh JackmanTao OkamotoRila FukushimaJames MangoldAction|Adventure|Sci-Fi|Thriller
Natalie Portman,Liam Neeson,Ian McDiarmid,George Lucas,Action|Adventure|Fantasy|Sci-Fi,star wars: episode i - the phantom menace,Natalie PortmanLiam NeesonIan McDiarmidGeorge LucasAction|Adventure|Fantasy|Sci-Fi
Ryan Reynolds,Emma Stone,Nicolas Cage,Kirk De Micco,Adventure|Animation|Comedy|Family|Fantasy,the croods,Ryan ReynoldsEmma StoneNicolas CageKirk De MiccoAdventure|Animation|Comedy|Family|Fantasy
